Employee Id,Role,Experience Years ,Ai Tool Usage Hours Per Week,Tasks Automated Percent,Manual Work Hours Per Week,Learning Time Hours Per Week,Deadline Pressure Level,Meeting Hours Per Week,Collaboration Hours Per Week,Error Rate Percent,Task Complexity Score,Focus Hours Per Day,Work Life Balance Score,Burnout Risk Score,Efficiency Leverage,Deep Work Balance,Learning Zone,Employee Health Personal,Sustainability Rating,Performance Sustainability Index,Burnout Level,Experience range,AI Leverage,Employee Persona,Future Risk,Risk Category Column
b8130b4d-e89c-4cd4-9ed2-af711a05704f,Designer,6,20.4,41.9,21.0,6.10,Low,15.2,1.90,2.81,1.00,3.90,2.00,2.17,2.05,2.40,Growth,Risky,63.98,94.65,Low,4-8,High AI,Star Performer,3.77,Monitor
218fd048-567c-45f3-abd6-ca0c92b9578a,Designer,13,2.9,5.9,27.6,5.40,Low,5.9,6.20,0.10,5.00,4.70,6.90,5.73,2.03,11.40,Growth,Developing,1.78,35.51,Moderate,12-16,Low AI,Steady Worker,4.16,Monitor
ada7cfcb-4df6-405f-82da-1a2a6c672bb7,Designer,5,3.7,13.9,27.8,2.60,High,2.8,5.30,3.53,6.00,7.20,4.40,10.00,3.76,27.90,Stable,Hardworking,0.90,37.57,High,4-8,Low AI,Struggler,2.82,Stable
1bb2546b-e5e0-4ed8-8e64-8a18f8094515,Marketer,16,9.7,20.6,24.0,0.40,Low,4.9,9.90,2.68,8.00,4.10,6.40,6.12,2.12,5.70,Risk,Developing,4.03,34.70,Moderate,12-16,Medium AI,Steady Worker,3.93,Monitor
f070ad08-bd47-4a8b-a0df-f3174288a6af,Manager,14,4.7,11.0,25.4,1.30,Medium,9.4,9.70,3.29,10.00,4.60,4.60,9.07,2.34,3.90,Risk,Hardworking,0.90,25.80,High,12-16,Low AI,Struggler,2.60,Stable
47a8fae7-159d-4d0b-9a0e-f3c299fbbd99,Marketer,6,15.3,14.6,36.4,5.80,High,10.9,1.50,0.84,8.00,2.20,5.10,7.55,0.95,-1.40,Growth,Hardworking,2.35,12.64,Moderate,4-8,High AI,Steady Worker,2.65,Stable
577cab21-7f97-4ee6-b551-094ef6c7b0b3,Developer,5,10.0,51.1,24.9,0.60,Medium,19.3,17.70,2.59,9.00,2.80,2.80,3.49,5.11,-23.00,Risk,Risky,31.09,146.42,Low,4-8,Medium AI,Star Performer,4.84,Critical
da3ef8cb-376b-4ea6-9c08-ff6f26b8e331,Marketer,7,18.5,51.8,18.0,0.10,High,7.8,9.10,2.67,3.00,3.20,1.90,10.00,2.80,-0.90,Risk,Risky,3.80,28.00,High,4-8,High AI,Toxic High Performer,1.69,Stable
614533db-3736-4eee-b16c-b5151b71f0fb,Manager,15,4.3,9.6,29.5,2.90,Medium,11.9,10.90,0.10,2.00,3.10,3.10,10.00,2.23,-7.30,Stable,Hardworking,0.95,22.33,High,12-16,Low AI,Struggler,1.82,Stable
5f6528fb-d1b1-46f7-b5cc-eaa9b9e26679,Developer,12,23.1,58.7,12.9,1.80,Medium,1.0,4.30,2.87,7.00,5.50,5.20,8.62,2.54,22.20,Risk,Risky,5.63,29.48,High,8-12,High AI,Toxic High Performer,2.99,Stable
84639a21-f21e-4c19-9ad5-172c52c2289d,Marketer,20,10.7,21.5,30.1,1.00,Medium,5.9,8.70,3.95,4.00,5.80,2.80,10.00,2.01,14.40,Risk,Hardworking,1.30,20.09,High,16-20,Medium AI,Struggler,1.64,Stable
9123ddc2-eea1-48d0-b196-c049db080494,Analyst,13,7.7,10.9,29.1,1.70,Medium,6.2,10.10,1.74,1.00,4.00,3.70,9.73,1.42,3.70,Risk,Hardworking,0.95,14.55,High,12-16,Medium AI,Struggler,1.76,Stable
a6cc5aaf-dd87-4f7a-9c4e-cc4a8ff1944c,Designer,17,22.1,43.2,21.9,1.30,Medium,12.0,10.60,2.57,6.00,7.40,8.10,4.27,1.95,14.40,Risk,Risky,17.60,45.78,Low,16-20,High AI,Star Performer,4.93,Critical
651a658b-6406-4686-adea-4c060f5d1605,Developer,6,10.6,22.3,21.9,0.40,Medium,6.8,9.90,3.67,6.00,4.90,4.70,9.01,2.10,7.80,Risk,Hardworking,1.74,23.35,High,4-8,Medium AI,Struggler,2.55,Stable
59e040e5-5b4a-4113-9030-5912ee8b9f94,Manager,3,5.1,17.8,14.9,1.50,Medium,21.0,15.70,0.35,9.00,2.70,4.20,9.36,3.49,-23.20,Risk,Hardworking,1.96,37.29,High,0-4,Medium AI,Struggler,2.85,Stable
de581cde-5ad5-47af-8bca-898e2c0b28c2,Manager,6,5.2,9.0,24.4,1.40,High,13.1,12.10,0.10,3.00,2.70,2.30,10.00,1.73,-11.70,Risk,Hardworking,0.89,17.31,High,4-8,Medium AI,Struggler,1.38,Stable
0c8ebd38-7ad6-4f40-afb7-755bee9b69c6,Analyst,6,11.3,28.6,25.0,0.50,High,5.9,6.50,0.56,10.00,6.10,2.50,10.00,2.53,18.10,Risk,Hardworking,2.70,25.31,High,4-8,Medium AI,Struggler,1.76,Stable
ccc286e5-bd24-49c3-945c-34793d4ecff1,Developer,5,6.6,13.0,18.4,2.50,Low,7.2,6.50,0.27,8.00,4.20,8.00,4.93,1.97,7.30,Stable,Developing,5.20,39.95,Low,4-8,Medium AI,Steady Worker,4.71,Monitor
f12f3ddc-d00e-48b6-b830-4ae38967c56c,Writer,16,25.0,39.7,32.1,2.40,Medium,16.4,13.20,3.87,7.00,2.20,4.70,9.04,1.59,-18.60,Stable,Hardworking,2.98,17.57,High,12-16,High AI,Toxic High Performer,2.33,Stable
fa63b447-e80e-440e-88ca-2466647bdfc6,Others,2,10.1,77.5,18.1,4.20,High,16.2,8.90,2.01,10.00,7.60,8.00,2.84,7.67,12.90,Stable,Risky,76.77,270.19,Low,0-4,Medium AI,Star Performer,7.62,Critical
1b120e16-c241-43ba-97e6-b987fbf97974,Marketer,18,10.7,19.5,25.5,2.70,Low,7.3,8.40,0.99,1.00,5.80,5.10,7.06,1.82,13.30,Stable,Hardworking,3.52,25.81,Moderate,16-20,Medium AI,Steady Worker,3.14,Monitor
6e9c430e-4c67-4614-949d-2a5dc06999bc,Writer,20,22.6,54.6,17.9,4.20,Low,3.9,2.40,0.10,1.00,6.30,4.90,7.21,2.42,25.20,Stable,Efficient,10.40,33.51,Moderate,16-20,High AI,Star Performer,3.27,Monitor
291e93a3-8da6-4761-9b70-f424719eab72,Developer,15,16.2,28.0,23.5,1.40,Low,6.3,10.90,2.19,10.00,6.00,4.50,7.51,1.73,12.80,Risk,Hardworking,3.88,23.01,Moderate,12-16,High AI,Steady Worker,2.79,Stable
36623486-00c5-4ec7-8078-3c598aabc776,Developer,3,10.9,19.8,25.6,3.70,Low,4.8,10.00,0.10,1.00,4.30,5.70,6.63,1.82,6.70,Stable,Developing,4.46,27.40,Moderate,0-4,Medium AI,Steady Worker,3.45,Monitor
062d3240-c61d-4dfc-960e-f4c550bee96b,Analyst,12,10.2,24.1,27.1,0.80,High,7.9,7.20,4.57,10.00,3.20,1.70,10.00,2.36,0.90,Risk,Hardworking,1.31,23.63,High,8-12,Medium AI,Struggler,1.46,Stable
14d9dee0-f5d1-4aab-91e0-dd6cbe21da30,Developer,13,11.4,28.3,22.2,3.70,Low,7.6,11.30,1.09,3.00,5.10,5.70,6.62,2.48,6.60,Stable,Developing,5.75,37.50,Moderate,12-16,Medium AI,Steady Worker,3.72,Monitor
774844d8-636e-4a33-a7c2-10b8087c7cfc,Marketer,18,15.0,32.2,18.2,0.60,High,1.7,2.00,4.36,3.00,3.40,4.30,10.00,2.15,13.30,Risk,Hardworking,1.82,21.47,High,16-20,High AI,Struggler,2.15,Stable
ab55586d-ea78-47c7-8abc-ba35fc089338,Developer,2,7.7,25.7,16.3,2.20,High,5.9,5.60,0.96,4.00,5.20,5.50,10.00,3.34,14.50,Stable,Hardworking,2.32,33.38,High,0-4,Medium AI,Struggler,2.99,Stable
3deb05f5-4d03-4c59-aaf6-d086a2c13bae,Analyst,15,14.3,36.5,17.2,1.70,High,5.4,5.40,1.58,2.00,6.30,3.80,10.00,2.55,20.70,Risk,Hardworking,3.07,25.52,High,12-16,High AI,Toxic High Performer,2.16,Stable
c0d31625-48c3-4544-90b6-4cb9c8e3aede,Writer,14,12.9,34.4,21.9,3.60,High,6.2,7.30,0.10,2.00,3.80,2.80,10.00,2.67,5.50,Stable,Hardworking,3.41,26.67,High,12-16,High AI,Struggler,1.91,Stable
119ce575-34c4-43a7-afb2-59eab3cf97dd,Developer,5,18.0,36.2,20.3,1.00,Low,2.8,5.90,1.72,10.00,5.00,5.70,6.62,2.01,16.30,Risk,Developing,6.84,30.38,Moderate,4-8,High AI,Star Performer,3.53,Monitor
1a2d0f4a-4b8b-4258-a9e7-2b2e7c981c6b,Designer,7,9.6,27.5,16.6,2.00,High,7.4,8.50,2.57,7.00,5.10,4.60,10.00,2.86,9.60,Stable,Hardworking,2.04,28.65,,4-8,Medium AI,Struggler,2.53,Stable
81f910bd-ffc1-4799-ad05-af05c4190a20,Manager,17,10.1,31.2,24.6,3.10,Medium,16.9,12.90,0.83,7.00,2.00,1.60,10.00,3.09,-19.80,Stable,Hardworking,2.86,30.89,High,16-20,Medium AI,Struggler,1.72,Stable
aff63a01-33d4-4fb5-85d3-cb360146bd70,Developer,20,9.4,18.9,31.7,1.00,Medium,6.2,7.70,0.55,10.00,5.60,2.70,10.00,2.01,14.10,Risk,Hardworking,1.79,20.11,High,16-20,Medium AI,Struggler,1.61,Stable
70465561-5603-48f9-ba37-c3ee64e5f80e,Writer,4,19.0,46.2,19.1,2.40,Medium,7.2,6.60,0.59,1.00,4.60,3.20,10.00,2.43,9.20,Stable,Efficient,4.35,24.32,High,0-4,High AI,Toxic High Performer,1.93,Stable
2cf983e8-90c2-4d8e-bc78-c6a8461f3b9c,Analyst,7,9.0,17.8,17.4,1.00,Medium,10.0,10.00,4.85,9.00,4.20,5.40,8.48,1.98,1.00,Risk,Hardworking,1.27,23.32,High,4-8,Medium AI,Struggler,2.87,Stable
ec40365f-1cec-407d-ad62-674d792fb293,Designer,2,0.0,0.0,25.9,1.60,Medium,1.2,4.20,0.10,4.00,5.00,7.70,6.78,0.00,19.60,Risk,Developing,0.00,0.00,Moderate,0-4,Low AI,Steady Worker,3.28,Monitor
de3248c4-29bb-4234-ad10-fde8b70a3d86,Analyst,11,7.8,24.1,17.0,4.10,High,1.0,3.30,0.10,2.00,6.00,6.60,9.25,3.09,25.70,Stable,Hardworking,2.79,33.40,High,8-12,Medium AI,Struggler,3.44,Monitor
003d34ab-c8ba-46c1-8e2b-4a27ce534018,Developer,2,14.4,33.0,32.2,0.70,High,2.7,6.60,4.95,4.00,3.90,1.00,10.00,2.29,10.20,Risk,Hardworking,1.67,22.92,High,0-4,High AI,Struggler,1.22,Stable
14f4ed19-29c4-4f8a-acba-02175e0806e0,Analyst,3,10.3,25.9,21.3,0.40,Medium,4.3,8.80,5.24,8.00,6.80,5.50,8.40,2.51,20.90,Risk,Hardworking,1.75,29.94,High,0-4,Medium AI,Struggler,3.14,Monitor
5a82f530-2530-4259-a094-61d4a4f0d54c,Analyst,6,5.6,12.9,25.2,1.40,Medium,8.9,8.10,1.71,1.00,4.00,4.60,9.08,2.30,3.00,Risk,Hardworking,1.30,25.37,High,4-8,Medium AI,Struggler,2.58,Stable
59d574d0-6992-4788-ac58-991bc696249f,Writer,10,7.3,36.6,33.0,1.20,Low,11.3,3.40,1.95,1.00,5.90,4.80,6.51,5.01,14.80,Risk,Developing,6.95,77.02,Moderate,8-12,Medium AI,Star Performer,4.49,Monitor
91268d47-3442-4ee3-87f8-dfe52f2bf5c5,Designer,19,4.8,10.4,28.6,1.40,High,6.9,9.20,1.99,7.00,3.80,2.90,10.00,2.17,2.90,Risk,Hardworking,0.83,21.67,High,16-20,Low AI,Struggler,1.74,Stable
c43fb18a-3781-47b9-bb8d-ea61fa19df1b,Designer,4,1.0,0.4,22.8,1.00,Medium,5.2,7.80,2.31,1.00,5.00,7.20,7.14,0.40,12.00,Risk,Hardworking,0.06,5.60,Moderate,0-4,Low AI,Steady Worker,3.18,Monitor
ac12182e-f681-4963-84f3-9a73c251bfab,Developer,4,13.8,31.4,26.8,3.30,Medium,1.0,4.20,0.10,7.00,7.10,4.10,9.45,2.28,30.30,Stable,Hardworking,3.48,24.08,High,0-4,High AI,Struggler,2.31,Stable
60d0ee37-e70b-4c88-b966-306055c7877c,Designer,17,7.6,24.7,18.1,3.00,Medium,2.9,4.10,0.10,8.00,5.60,7.40,7.02,3.25,21.00,Stable,Hardworking,4.96,46.30,Moderate,16-20,Medium AI,Steady Worker,4.41,Monitor
51acb1a7-175f-42cf-80d5-a06cd66f10f1,Designer,10,4.4,8.5,42.1,3.70,High,1.0,6.50,0.96,2.00,6.30,1.10,10.00,1.93,24.00,Stable,Hardworking,0.77,19.32,High,8-12,Low AI,Struggler,1.10,Stable
e42d5d60-0826-4e0b-9e73-ce542844d94e,Marketer,1,2.8,28.2,29.3,6.70,High,8.1,19.40,1.61,1.00,6.00,7.10,4.79,10.07,2.50,Growth,Developing,10.31,210.26,Low,0-4,Low AI,Steady Worker,7.72,Critical
b9d3516a-aef6-4f96-9381-db2cb7dac2eb,Marketer,11,8.9,41.7,13.1,4.90,Medium,19.0,14.30,0.11,4.00,2.00,2.10,8.46,4.69,-23.30,Stable,Efficient,5.76,55.38,High,8-12,Medium AI,Toxic High Performer,2.97,Stable
978d8eca-ef45-4bae-ae9b-5e2cca04576d,Analyst,7,17.1,45.8,16.2,0.50,High,4.8,8.40,3.12,1.00,5.80,3.50,10.00,2.68,15.80,Risk,Risky,3.15,26.78,High,4-8,High AI,Toxic High Performer,2.12,Stable
7d2110f6-e007-4158-85c4-cdba119b8f51,Manager,10,4.0,4.0,31.4,0.20,Medium,3.3,3.50,3.43,1.00,6.20,4.80,8.92,1.00,24.20,Risk,Hardworking,0.33,11.21,High,8-12,Low AI,Struggler,2.16,Stable
ccba03ca-d1ac-44cd-a425-c424f399ac18,Designer,18,3.9,7.0,22.0,0.50,High,7.6,7.90,3.74,8.00,5.30,4.60,10.00,1.79,11.00,Risk,Hardworking,0.44,17.95,High,16-20,Low AI,Struggler,2.10,Stable
e36cfc45-5891-48e1-980b-62e75b9c00e4,Analyst,5,13.6,35.4,15.4,1.30,Low,1.8,4.50,2.79,6.00,6.90,8.30,4.70,2.60,28.20,Risk,Developing,11.55,55.38,Low,4-8,High AI,Star Performer,5.12,Critical
88e7bc9f-8c95-4918-a253-4ec30ce6800c,Analyst,6,11.4,24.3,17.0,0.30,Low,5.8,5.70,3.82,8.00,4.20,7.50,5.30,2.13,9.50,Risk,Developing,5.35,40.22,Moderate,4-8,Medium AI,Struggler,4.51,Monitor
75f481bd-80f7-48d7-a4ea-d3fc15951ad3,Analyst,4,6.0,6.5,19.2,1.80,Low,1.0,5.20,0.88,2.00,4.80,9.40,3.87,1.08,17.80,Risk,Developing,3.96,27.99,Low,0-4,Medium AI,Steady Worker,5.09,Critical
80436378-c9c3-4bd4-9f41-edd3c65541ce,Writer,7,16.4,43.7,27.3,1.60,High,1.0,2.00,0.63,7.00,6.20,1.80,10.00,2.66,28.00,Risk,Efficient,4.09,26.65,High,4-8,High AI,Toxic High Performer,1.61,Stable
24bc9500-7e25-479e-9848-23ee392e93f6,Analyst,19,15.0,24.3,19.3,5.10,Medium,4.3,6.30,0.10,3.00,5.30,4.90,8.87,1.62,15.90,Growth,Hardworking,3.06,18.26,,16-20,High AI,Struggler,2.46,Stable
776f682b-d983-4e95-8158-f04b6e0a1a04,Manager,18,5.0,3.3,29.5,1.30,Low,21.0,18.10,0.10,6.00,1.30,2.10,9.28,0.66,-32.60,Risk,Hardworking,0.38,7.11,High,16-20,Medium AI,Struggler,1.11,Stable
34c26098-3b3b-4ac2-91fa-beb6b19cc185,Analyst,10,10.8,29.3,16.2,0.40,High,7.5,8.60,1.86,1.00,3.60,4.40,10.00,2.71,1.90,Risk,Hardworking,2.39,27.13,High,8-12,Medium AI,Struggler,2.41,Stable
9aa11567-0960-49c9-94f7-cc497486daff,Developer,5,25.4,56.4,10.0,0.70,High,9.0,8.70,1.73,9.00,4.70,1.90,10.00,2.22,5.80,Risk,Efficient,4.66,22.20,High,4-8,High AI,Toxic High Performer,1.46,Stable
aa69f59a-e5e6-4ee8-ac53-1b07a19a2dbb,Analyst,4,13.2,54.7,37.6,3.60,High,5.0,18.30,0.38,1.00,3.60,1.60,9.07,4.14,-5.30,Stable,Efficient,6.40,45.69,High,0-4,High AI,Toxic High Performer,2.42,Stable
d9b6c566-179f-482e-8f01-40a484d02975,Manager,10,0.0,2.5,27.9,0.80,Low,19.1,11.60,2.39,1.00,2.10,4.20,7.72,0.00,-20.20,Risk,Hardworking,0.32,0.00,Moderate,8-12,Low AI,Steady Worker,1.94,Stable
6b59f76f-c1f9-48df-8dd0-60741ac96d59,Manager,4,5.7,15.4,24.6,2.80,Low,18.7,15.30,1.19,8.00,1.90,3.80,8.04,2.70,-24.50,Stable,Hardworking,2.10,33.60,High,0-4,Medium AI,Struggler,2.81,Stable
2e9ea7b2-4f21-41c2-9081-531551fea608,Marketer,5,5.4,17.1,30.2,1.50,Low,6.6,3.40,4.48,9.00,1.80,9.50,5.98,3.17,-1.00,Risk,Developing,2.64,52.95,Moderate,4-8,Medium AI,Struggler,5.32,Critical
20ac0663-fcc2-4603-9748-f8c895602eba,Manager,18,2.0,5.5,19.7,0.10,High,9.2,5.30,0.95,4.00,5.70,5.30,10.00,2.75,14.00,Risk,Hardworking,0.50,27.50,High,16-20,Low AI,Struggler,2.69,Stable
9fd2ca85-38df-4cad-bc5e-182db3c32318,Manager,18,3.8,10.6,18.6,1.20,Medium,10.3,7.10,3.19,4.00,5.00,6.30,7.81,2.79,7.60,Risk,Hardworking,1.18,35.72,Moderate,16-20,Low AI,Struggler,3.66,Monitor
411d73de-6671-4bfe-9f09-c2091c8c2723,Designer,19,5.9,6.6,31.5,2.10,High,7.1,8.50,1.14,5.00,5.50,1.90,10.00,1.12,11.90,Stable,Hardworking,0.58,11.19,High,16-20,Medium AI,Struggler,1.02,Stable
fdfa8cad-4dd2-4b59-b25d-67864bb6e69f,Marketer,11,9.0,19.2,13.3,2.30,Low,6.2,5.70,3.65,5.00,4.80,8.90,4.26,2.13,12.10,Stable,Developing,6.72,50.08,Low,8-12,Medium AI,Struggler,5.25,Critical
022c36a7-0c76-4c82-9922-8f88f0d5e665,Writer,5,7.6,12.1,28.2,6.90,High,5.3,9.70,0.10,1.00,6.30,2.70,10.00,1.59,16.50,Growth,Hardworking,1.20,15.92,High,4-8,Medium AI,Struggler,1.45,Stable
ddc62513-1a3a-4b4a-9a26-fa4628dab0b1,Writer,16,22.6,61.8,10.0,1.90,Medium,9.1,8.70,3.62,8.00,3.70,4.10,9.45,2.73,0.70,Risk,Risky,4.42,28.94,High,12-16,High AI,Toxic High Performer,2.49,Stable
ab78289e-d7cd-49c1-ba6e-b201a24d692a,Developer,19,16.9,55.2,10.6,0.90,Low,10.0,6.10,3.66,6.00,4.40,6.60,5.95,3.27,5.90,Risk,Risky,9.89,54.90,Moderate,16-20,High AI,Toxic High Performer,4.50,Monitor
4cfb0063-6d93-4763-a0fb-b6d0801542a8,Designer,3,3.7,15.8,24.4,1.20,Medium,5.7,5.50,0.10,6.00,4.90,6.10,7.98,4.27,13.30,Risk,Hardworking,2.46,53.51,Moderate,0-4,Low AI,Steady Worker,4.14,Monitor
23f0bc9b-4a5b-431f-be43-7005ff514c65,Designer,13,0.5,8.0,27.2,2.00,Low,4.0,6.40,3.63,10.00,5.80,8.10,4.85,16.00,18.60,Stable,Developing,2.17,329.90,Low,12-16,Low AI,Struggler,10.38,Critical
8ee76f78-28a5-4aa1-8b9c-ced139c9294f,Marketer,11,2.5,11.4,23.9,1.50,Low,3.4,7.60,0.42,2.00,5.70,8.60,4.49,4.56,17.50,Risk,Developing,5.42,101.56,Low,8-12,Low AI,Steady Worker,6.06,Critical
ec4a1c72-9513-4a30-b4f6-c1951478fcad,Analyst,9,12.1,27.6,27.3,1.70,High,7.0,7.50,2.78,2.00,4.00,1.40,10.00,2.28,5.50,Risk,Hardworking,1.99,22.81,High,8-12,High AI,Struggler,1.33,Stable
c69c538f-d474-4bd2-b748-b0aad9aea398,Marketer,17,16.3,48.1,10.8,4.30,Medium,16.5,14.60,1.74,4.00,3.20,4.40,3.52,2.95,-15.10,Stable,Efficient,32.07,83.83,Low,16-20,High AI,Star Performer,4.44,Monitor
8f1e1883-a275-4b6d-a81f-9ef8b7e446b1,Developer,16,13.5,36.2,14.7,3.30,Low,7.3,8.40,2.61,10.00,3.30,7.10,5.58,2.68,0.80,Stable,Developing,8.59,48.06,Moderate,12-16,High AI,Star Performer,4.53,Monitor
0506b423-3173-4589-83e2-d789e0323df7,Analyst,7,15.5,34.2,21.5,2.00,High,5.6,8.60,4.02,10.00,4.90,2.30,10.00,2.21,10.30,Stable,Hardworking,2.05,22.06,High,4-8,High AI,Struggler,1.57,Stable
0ebc62bb-5a37-4d31-abbb-e005af433942,Designer,11,19.2,26.7,23.1,2.80,Low,11.2,18.60,3.84,6.00,6.60,8.80,7.57,1.39,3.20,Stable,Hardworking,2.87,18.37,Moderate,8-12,High AI,Struggler,3.93,Monitor
1f912728-11b3-4df0-b240-2437afe9a3d6,Analyst,17,9.5,29.7,16.6,1.90,Medium,2.7,4.90,3.57,1.00,4.70,7.30,7.08,3.13,15.90,Risk,Hardworking,3.81,44.16,Moderate,16-20,Medium AI,Struggler,4.32,Monitor
0af95704-eba1-4976-a2d3-e61a57d1d9fb,Designer,5,10.1,53.6,28.7,0.30,Low,15.5,7.50,2.04,6.00,7.40,5.30,1.57,5.31,14.00,Risk,Risky,173.09,338.02,Low,4-8,Medium AI,Star Performer,6.24,Critical
0f194ffe-319e-479d-98c9-72362f3e3620,Manager,10,8.7,18.4,36.8,9.40,Low,7.9,7.80,3.03,1.00,4.50,6.90,2.78,2.11,6.80,Overload,Developing,16.59,76.08,Low,8-12,Medium AI,Struggler,5.08,Critical
8103a972-0981-4b65-979f-db6210d83341,Writer,4,15.8,37.0,26.1,0.90,Low,7.2,8.80,2.07,2.00,4.20,3.70,8.10,2.34,5.00,Risk,Hardworking,4.47,28.91,High,0-4,High AI,Toxic High Performer,2.62,Stable
302163a6-79b9-4052-aee4-d0a60c08d189,Analyst,14,8.4,16.0,22.3,2.90,High,5.9,9.20,0.10,10.00,4.00,3.80,10.00,1.90,4.90,Stable,Hardworking,1.58,19.05,High,12-16,Medium AI,Struggler,1.90,Stable
ffd8ffcc-0f79-412b-8436-5f34b3472bca,Designer,4,17.6,29.4,33.6,9.70,Others,18.9,18.00,0.27,5.00,6.40,3.60,4.87,1.67,-4.90,Overload,Developing,12.06,34.30,Low,0-4,High AI,Steady Worker,3.29,Monitor
430ad781-e493-4dd9-be0d-cd210e5d119b,Writer,10,14.3,38.1,20.5,1.10,Low,1.0,7.70,2.38,8.00,4.50,7.00,5.65,2.66,13.80,Risk,Developing,9.09,47.16,Moderate,8-12,High AI,Star Performer,4.47,Monitor
49345763-d6ae-4c78-86bd-3d291e65cc51,Marketer,4,18.3,28.1,20.0,5.60,Low,4.9,12.50,2.11,10.00,5.20,1.90,8.82,1.54,8.60,Growth,Hardworking,2.85,17.41,High,0-4,High AI,Struggler,1.54,Stable
3b6e5c0b-bb00-4514-9532-c0f5a42d5421,Manager,19,1.7,0.0,32.7,1.20,Low,15.8,14.70,3.54,3.00,3.90,3.40,8.31,0.00,-11.00,Risk,Hardworking,0.00,0.00,High,16-20,Low AI,Struggler,1.53,Stable
409697b0-564c-4e71-9856-025506afe19f,Developer,20,16.3,42.3,21.6,4.50,Medium,4.8,5.80,2.69,6.00,5.60,3.80,9.66,2.60,17.40,Stable,Risky,3.31,26.86,High,16-20,High AI,Toxic High Performer,2.28,Stable
dcaeece6-9137-4bbf-beff-34e1d09380bc,Writer,5,14.5,32.7,18.4,0.20,Low,1.6,4.20,1.69,5.00,7.30,7.40,5.37,2.26,30.70,Risk,Developing,9.42,42.00,Moderate,4-8,High AI,Steady Worker,4.51,Monitor
e23a50b9-145e-4d6b-93bd-4767caa3a810,Marketer,18,12.2,28.9,22.4,0.50,Medium,2.7,4.70,0.10,10.00,4.90,5.20,8.64,2.37,17.10,Risk,Hardworking,3.83,27.42,High,16-20,High AI,Struggler,2.92,Stable
5d40a244-fc79-40cd-8351-920a4fdf038b,Developer,4,13.1,26.9,15.2,4.90,Low,1.0,10.10,1.76,1.00,5.80,8.70,4.41,2.05,17.90,Stable,Developing,11.40,46.56,Low,0-4,High AI,Steady Worker,5.11,Critical
9345459c-e1ba-4f4b-bdc2-f45e8f1201d3,Analyst,7,13.1,30.3,23.0,4.60,Medium,8.3,11.20,0.27,3.00,4.30,3.40,9.96,2.31,2.00,Stable,Hardworking,2.97,23.22,High,4-8,High AI,Struggler,1.96,Stable
598cabfe-29f1-48db-b9e1-080faf127831,Manager,1,5.4,12.0,17.1,1.60,Low,19.4,12.90,3.64,2.00,1.60,5.50,6.76,2.22,-24.30,Risk,Developing,1.67,32.87,Moderate,0-4,Medium AI,Struggler,3.51,Monitor
eb3ab131-a091-4e92-9141-7fe6a0a281dd,Developer,18,18.7,45.3,23.3,0.20,High,7.5,4.80,1.35,1.00,5.30,1.00,10.00,2.42,14.20,Risk,Efficient,3.92,24.22,High,16-20,High AI,Toxic High Performer,1.27,Stable
3288cebd-14ae-43c1-85e0-4d47a08792bd,Developer,1,14.6,38.0,14.4,1.60,High,7.6,10.80,3.86,1.00,4.50,3.80,10.00,2.60,4.10,Risk,Hardworking,2.33,26.03,High,0-4,High AI,Toxic High Performer,2.18,Stable
faac9b57-eabd-4726-a688-4fb1508e94ae,Manager,16,13.8,12.6,13.9,4.20,Low,8.7,5.70,3.45,6.00,1.40,4.40,9.62,0.91,-7.40,Stable,Hardworking,0.89,9.49,High,12-16,High AI,Struggler,1.80,Stable
f48fd9f5-4d89-4f11-b93e-3c11eb2e6d0b,Analyst,18,2.8,78.6,37.0,2.30,Medium,9.8,10.00,3.85,9.00,7.70,1.60,3.29,28.07,18.70,Stable,Risky,44.66,853.23,Low,16-20,Low AI,Toxic High Performer,13.72,Critical
82548b15-f9df-44d7-a46b-316662c4db5d,Analyst,13,11.8,26.9,29.3,0.60,Low,5.4,8.80,4.34,5.00,5.20,4.40,7.59,2.28,11.80,Risk,Hardworking,2.64,30.04,Moderate,12-16,Medium AI,Struggler,2.95,Stable
95928ca5-a31b-4b34-a389-ab69a6fafb51,Marketer,6,9.1,22.0,21.5,1.30,High,1.0,8.40,0.96,3.00,5.90,5.10,10.00,2.42,20.10,Risk,Hardworking,1.99,24.18,High,4-8,Medium AI,Struggler,2.50,Stable
72a25f6a-a0d8-478b-98ff-47ab6d196591,Writer,8,12.1,30.7,21.6,1.30,High,8.5,10.10,0.69,9.00,5.70,2.40,10.00,2.54,9.90,Risk,Hardworking,2.86,25.37,High,4-8,High AI,Struggler,1.73,Stable
bc58b9df-80a6-4b5b-9597-daa531514502,Marketer,15,10.7,22.2,23.5,2.50,Low,9.1,7.50,2.15,7.00,3.90,5.20,7.00,2.07,2.90,Stable,Developing,3.56,29.64,,12-16,Medium AI,Steady Worker,3.29,Monitor
195bfd52-032f-49c8-adb0-d1edd246514d,Designer,1,18.9,64.7,34.8,8.70,High,16.0,7.10,2.03,1.00,3.10,7.50,9.49,3.42,-7.60,Growth,Risky,5.73,36.07,High,0-4,High AI,Toxic High Performer,3.77,Monitor
f37c0c95-ed3c-4842-91a2-0260c16f68e3,Designer,17,8.6,20.5,26.0,1.40,Low,1.0,2.00,0.21,2.00,3.80,7.10,5.59,2.38,16.00,Risk,Developing,6.42,42.64,Moderate,16-20,Medium AI,Steady Worker,4.41,Monitor
